ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
7435,4122374,Active,465207,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,87 STREET,W,37 AVENUE,ROOSEVELT AVENUE,40.7500013499378,-73.8796700013105,1017590.16690339,212545.277715057,POINT (-73.8796700013105 40.7500013499378)
12645,1443120,Active,103144,3HR Com Mon-Fri 0600-1900,,On Street,Manhattan,WEST 36 STREET,N,8 AVENUE,9 AVENUE,40.7543053242605,-73.9943683862025,985810.266552553,214090.505595729,POINT (-73.9943683862025 40.7543053242605)
9872,3043063,Active,316016,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,KENILWORTH PLACE,E,GLENWOOD ROAD,HILLEL PLACE,40.6326708791562,-73.9487218323535,998482.811417386,169779.604060233,POINT (-73.9487218323535 40.6326708791562)
5850,3029370,Active,301338,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 AVENUE,E,BERKELEY PLACE,UNION STREET,40.6768499770431,-73.9800763364838,989776.368200392,185871.737886399,POINT (-73.9800763364838 40.6768499770431)
11131,2162800,Active,209551,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,EAST TREMONT AVENUE,E,FINK AVENUE,WESTCHESTER AVENUE,40.8411031664554,-73.8425947554564,1027803.05592638,245753.066614315,POINT (-73.8425947554564 40.8411031664554)
1478,1433328,Retired,102605,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,EAST 46 STREET,S,DE PEW PLACE,LEXINGTON AVENUE,40.7542364704156,-73.9748774716805,991210.328258976,214066.367848724,POINT (-73.9748774716805 40.7542364704156)
7853,4233062,Active,413856,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,31 STREET,W,BROADWAY,34 AVENUE,40.7617093286203,-73.9257244847027,1004826.11041056,216796.699330315,POINT (-73.9257244847027 40.7617093286203)
15064,1433434,Active,104232,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 52 STREET,N,BROADWAY,8 AVENUE,40.7629356087305,-73.9836281163732,988785.323922634,217235.173847064,POINT (-73.9836281163732 40.7629356087305)
10931,1263089,Inactive,110974,2 HR Pas Sat 0830-1900,,On Street,Manhattan,2 AVENUE,W,EAST 104 STREET,EAST 105 STREET,40.7898086378521,-73.9431536800129,999991.15977864,227030.606027812,POINT (-73.9431536800129 40.7898086378521)
3707,4123068,Active,405495,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,37 AVENUE,S,73 STREET,74 STREET,40.748868125526,-73.8921549134752,1014131.44777097,212127.902565554,POINT (-73.8921549134752 40.748868125526)
7201,1443567,Active,105384,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,WEST 24 STREET,N,AVENUE OF THE AMERICAS,7 AVENUE,40.7443310911593,-73.9940076107845,985910.469764218,210456.578152314,POINT (-73.9940076107845 40.7443310911593)
3326,4053053,Active,467661,3HR Pas Mon-Sat 0830-1900,,On Street,Queens,QUEENS BOULEVARD,N,YELLOWSTONE BOULEVARD,69 ROAD,40.7224910681291,-73.8477076870932,1026463.47133522,202536.211119056,POINT (-73.8477076870932 40.7224910681291)
6101,2733001,Retired,223526,3HR Pas Mon-Sat 0700-2200,Jerome-Gun Hill Road,Off Street,Bronx,JEROME AVENUE,E,EAST GUN HILL ROAD,EAST 212 STREET,40.8829403789917,-73.8807592014824,1017222.44847871,260979.296332389,POINT (-73.8807592014824 40.8829403789917)
5726,3249830,Active,330882,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 AVENUE,W,DEAN STREET,BERGEN STREET,40.681709676435,-73.9769525953693,990642.356625885,187642.47876747,POINT (-73.9769525953693 40.681709676435)
10804,3043052,Retired,313779,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,FLATBUSH AVENUE,W,EAST 26 STREET,FARRAGUT ROAD,40.6363003473096,-73.9514907656011,997713.531787977,171101.479041144,POINT (-73.9514907656011 40.6363003473096)
3143,1443083,Retired,102205,3HR Com Mon-Fri 0800-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,WEST 37 STREET,S,7 AVENUE,8 AVENUE,40.7536464303793,-73.9911649550168,986697.81727089,213850.522479892,POINT (-73.9911649550168 40.7536464303793)
15292,3193024,Active,313056,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,GRAHAM AVENUE,E,BOERUM STREET,JOHNSON AVENUE,40.7062965104334,-73.9429627926713,1000063.82925272,196604.49430798,POINT (-73.9429627926713 40.7062965104334)
4704,3413051,Inactive,313175,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,MCDONALD AVENUE,E,AVENUE O,65 STREET,40.609950601009,-73.9731114899788,991715.738665476,161498.986763224,POINT (-73.9731114899788 40.609950601009)
10425,4013098,Active,423479,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,GREENPOINT AVENUE,N,46 STREET,47 STREET,40.7423975197757,-73.9184183727263,1006856.63194005,209762.586758137,POINT (-73.9184183727263 40.7423975197757)
11782,2073024,Active,209304,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,JEROME AVENUE,E,EAST GUN HILL ROAD,EAST 212 STREET,40.8830622784124,-73.8808171961005,1017206.35139805,261023.687319726,POINT (-73.8808171961005 40.8830622784124)
2536,1443221,Retired,102225,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,WEST 33 STREET,S,5 AVENUE,BROADWAY,40.7486988131973,-73.9873712484526,987749.152766645,212048.074641228,POINT (-73.9873712484526 40.7486988131973)
8442,1113128,Active,105146,2HR Pas Mon-Sat 0700-2200,,On Street,Manhattan,AVENUE OF THE AMERICAS,E,WHITE STREET,WALKER STREET,40.719412054117,-74.0050647777551,982846.043150306,201377.777084231,POINT (-74.0050647777551 40.719412054117)
9166,3013640,Active,300052,2 HR Pas Sat 0900-1900,,On Street,Brooklyn,LIVINGSTON STREET,N,SMITH STREET,GALLATIN PLACE,40.6903161939356,-73.9873032184556,987771.08546555,190777.497759894,POINT (-73.9873032184556 40.6903161939356)
14615,3179395,Active,307594,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,7 AVENUE,E,PRESIDENT STREET,CARROLL STREET,40.6735020900084,-73.9760325520995,990898.355129644,184652.287897483,POINT (-73.9760325520995 40.6735020900084)
14801,1083026,Active,111483,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,WEST 69 STREET,N,BROADWAY,AMSTERDAM AVENUE,40.7765371456446,-73.9826065480297,989067.333857298,222190.720694482,POINT (-73.9826065480297 40.7765371456446)
9012,3043008,Inactive,329471,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,FLATBUSH AVENUE,W,FENIMORE STREET,HAWTHORNE STREET,40.6580463913361,-73.9605226009049,995203.213973969,179022.899549976,POINT (-73.9605226009049 40.6580463913361)
2102,1443377,Active,101983,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,WEST 31 STREET,S,5 AVENUE,BROADWAY,40.7470619087402,-73.9873119251217,987765.67635563,211451.700177804,POINT (-73.9873119251217 40.7470619087402)
9346,1263087,Active,109384,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 AVENUE,E,EAST 96 STREET,EAST 97 STREET,40.7847135040915,-73.9466240055382,999031.332630053,225173.670109138,POINT (-73.9466240055382 40.7847135040915)
4305,3303036,Active,336448,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,HIMROD STREET,S,MYRTLE AVENUE,KNICKERBOCKER AVENUE,40.6996922447577,-73.920189283183,1006380.0807278,194203.296026394,POINT (-73.920189283183 40.6996922447577)
14640,3441587,Active,328093,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,FT HAMILTON PARKWAY,W,38 STREET,39 STREET,40.6433515872402,-73.9903562914783,986926.287614465,173666.85645631,POINT (-73.9903562914783 40.6433515872402)
8677,1393012,Active,114468,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,AMSTERDAM AVENUE,E,WEST 68 STREET,WEST 69 STREET,40.776365759647,-73.9831481491012,988917.342687473,222128.249690816,POINT (-73.9831481491012 40.776365759647)
10708,4413048,Active,464134,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,JUSTICE AVENUE,W,BROADWAY,52 AVENUE,40.7376246616163,-73.8768839692414,1018368.43765655,208037.132531896,POINT (-73.8768839692414 40.7376246616163)
227,1264942,Active,112774,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 AVENUE,E,EAST 84 STREET,EAST 85 STREET,40.7769265814093,-73.9523103458475,997458.167797387,222335.722372979,POINT (-73.9523103458475 40.7769265814093)
4,1463025,Retired,107081,3HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-2300 /2HR Pas Sat 0700-2300,,On Street,Manhattan,WASHINGTON STREET,E,GANSEVOORT STREET,LITTLE WEST 12 STREET,40.7399737799104,-74.0079195662015,982055.372815639,208869.11347948,POINT (-74.0079195662015 40.7399737799104)
1727,4043057,Active,405527,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,78 AVENUE,W,QUEENS BOULEVARD,GRAND CENTRAL PARKWAY,40.7155051388268,-73.8318201061196,1030872.18594298,199999.083319306,POINT (-73.8318201061196 40.7155051388268)
13926,4152041,Inactive,418229,2 HR Pas Mon-Sat 1000-1600,,On Street,Queens,JACKSON AVENUE,S,THOMSON AVENUE,44 DRIVE,40.7469618521365,-73.9425683120046,1000163.48718989,211420.208442897,POINT (-73.9425683120046 40.7469618521365)
1365,3179372,Active,305565,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,7 AVENUE,W,BERKELEY PLACE,UNION STREET,40.6748235335319,-73.9752912538411,991103.848813131,185133.784637898,POINT (-73.9752912538411 40.6748235335319)
5818,4451788,Active,463250,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,99 STREET,W,63 AVENUE,63 ROAD,40.7327545470579,-73.8572609372577,1023809.34245713,206271.051090315,POINT (-73.8572609372577 40.7327545470579)
11343,3193109,Active,336818,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,BROADWAY,E,BELVIDERE STREET,ARION PLACE,40.6981338027696,-73.9371592649397,1001675.0173033,193631.67807515,POINT (-73.9371592649397 40.6981338027696)
9034,4013053,Active,411871,"2 HR Pas Mon-Fri 0800-1600, 1900-2200 /2 HR Pas Sat 0800-2200",,On Street,Queens,QUEENS BOULEVARD,S,45 STREET,46 STREET,40.7429822227697,-73.9191642193062,1006649.75800997,209975.420978144,POINT (-73.9191642193062 40.7429822227697)
13419,1503005,Active,110345,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,EAST 125 STREET,N,LEXINGTON AVENUE,3 AVENUE,40.8043290715246,-73.9370894347788,1001666.59376372,232322.051809728,POINT (-73.9370894347788 40.8043290715246)
4955,3223017,Active,310842,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,MANHATTAN AVENUE,E,NORMAN AVENUE,MESEROLE AVENUE,40.7259731362641,-73.9519700513755,997562.594753891,203771.79066889,POINT (-73.9519700513755 40.7259731362641)
7559,1058331,Active,108917,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 185 STREET,N,ST NICHOLAS AVENUE,WADSWORTH AVENUE,40.8518455771073,-73.9322043335576,1003005.61995706,249635.059834555,POINT (-73.9322043335576 40.8518455771073)
2968,4413114,Active,406923,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,CORONA AVENUE,S,91 PLACE,92 STREET,40.7424079884857,-73.8727348481679,1019515.72702864,209781.491575971,POINT (-73.8727348481679 40.7424079884857)
13885,1074876,Retired,107210,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,EAST 66 STREET,S,3 AVENUE,2 AVENUE,40.7656044471554,-73.9627370460268,994572.134855554,218209.291321397,POINT (-73.9627370460268 40.7656044471554)
2391,1443118,Active,102876,3HR Com Mon-Fri 0600-1900,,On Street,Manhattan,WEST 36 STREET,S,8 AVENUE,9 AVENUE,40.7544601333813,-73.9950047217043,985633.963427469,214146.896887138,POINT (-73.9950047217043 40.7544601333813)
1251,1463040,Inactive,102941,3HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-2300 /2HR Pas Sat 0700-2300,,On Street,Manhattan,WEST 13 STREET,S,WASHINGTON STREET,10 AVENUE,40.7412317401037,-74.0082739520981,981957.21061039,209327.437365979,POINT (-74.0082739520981 40.7412317401037)
7367,4081935,Active,423826,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,150 STREET,W,90 AVENUE,JAMAICA AVENUE,40.703428870575,-73.805108155513,1038286.9480163,195614.691169471,POINT (-73.805108155513 40.703428870575)
5668,3193071,Active,326709,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,BROADWAY,W,SCHAEFER STREET,DECATUR STREET,40.6841001949982,-73.9127130161434,1008458.7753893,188524.634483472,POINT (-73.9127130161434 40.6841001949982)
1497,3233027,Active,313434,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,GRAHAM AVENUE,W,WITHERS STREET,FROST STREET,40.7176945180999,-73.9449783432505,999502.400257468,200756.775701568,POINT (-73.9449783432505 40.7176945180999)
12483,1033067,Active,114299,2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,COLUMBUS AVENUE,W,WEST 83 STREET,WEST 84 STREET,40.7847891226443,-73.9735348699892,991578.940054551,225197.824260309,POINT (-73.9735348699892 40.7847891226443)
12179,1433247,Active,102806,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,EAST 54 STREET,N,LEXINGTON AVENUE,3 AVENUE,40.7588606863124,-73.9700701599352,992541.643509716,215751.538690969,POINT (-73.9700701599352 40.7588606863124)
5300,1443647,Active,101379,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,AVENUE OF THE AMERICAS,E,WEST 24 STREET,WEST 25 STREET,40.7438632918278,-73.9919725132615,986474.40367572,210286.189057395,POINT (-73.9919725132615 40.7438632918278)
4197,4181678,Active,415539,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,DITMARS BOULEVARD,S,32 STREET,33 STREET,40.775567083724,-73.9100126281096,1009173.48590213,221849.61803022,POINT (-73.9100126281096 40.775567083724)
