ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
8243,3073068,Active,313566,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,20 AVENUE,E,86 STREET,BENSON AVENUE,40.6042894082039,-73.998488014072,984669.846589297,159435.325536221,POINT (-73.998488014072 40.6042894082039)
4767,1453082,Active,102580,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,EAST 20 STREET,N,BROADWAY,PARK AVENUE SOUTH,40.7389902787552,-73.9891955629373,987244.111125797,208510.878303558,POINT (-73.9891955629373 40.7389902787552)
12004,4213054,Active,453443,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,BELL BOULEVARD,E,43 AVENUE,NORTHERN BOULEVARD,40.760864448121,-73.7695862355877,1048080.91760156,216564.107931972,POINT (-73.7695862355877 40.760864448121)
1463,3883004,Active,342827,3HR Pas Mon-Sat 0600-2200,Sheepshead Bay #2,Off Street,Brooklyn,EAST 16 STREET,E,VOORHIES AVENUE,SHORE PARKWAY,40.5854582796773,-73.9525721160845,997423.436567634,152578.229014233,POINT (-73.9525721160845 40.5854582796773)
4429,4063124,Active,401051,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,MAPLE AVENUE,S,EAGLE NEST LANE,MAIN STREET,40.7552163483556,-73.8286257425042,1031729.40896605,214468.815206558,POINT (-73.8286257425042 40.7552163483556)
7744,4512685,Inactive,441455,2 HR Pas Mon-Sat 0730-1900,,On Street,Queens,77 ROAD,S,VLEIGH PLACE,MAIN STREET,40.7205588946088,-73.8189469670562,1034437.01772405,201847.431000561,POINT (-73.8189469670562 40.7205588946088)
1060,4073040,Active,417371,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,STEINWAY STREET,W,30 AVENUE,31 AVENUE,40.7621248726506,-73.9165251296452,1007374.40879163,216950.390295893,POINT (-73.9165251296452 40.7621248726506)
1133,4263041,Active,422271,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,GROVE STREET,S,61 STREET,FRESH POND ROAD,40.7102050429466,-73.8996512713311,1012070.51324455,198039.277199566,POINT (-73.8996512713311 40.7102050429466)
15265,1433700,Active,105162,3HR Com Mon-Fri 0700-1500 /3HR Com Sat 0700-1900,,On Street,Manhattan,2 AVENUE,E,EAST 48 STREET,EAST 49 STREET,40.753922511045,-73.9690738672239,992818.287641466,213952.496685401,POINT (-73.9690738672239 40.753922511045)
6209,1263004,Active,104696,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,1 AVENUE,W,EAST 35 STREET,EAST 36 STREET,40.7448053901051,-73.972910266299,991756.415421382,210630.484300554,POINT (-73.972910266299 40.7448053901051)
3044,1433373,Active,102199,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 51 STREET,S,5 AVENUE,AVENUE OF THE AMERICAS,40.7597959763496,-73.978365361074,990243.489969552,216091.619047567,POINT (-73.978365361074 40.7597959763496)
3856,1503008,Inactive,113884,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,EAST 125 STREET,N,PARK AVENUE,LEXINGTON AVENUE,40.8049658787633,-73.9386004832734,1001248.10214664,232553.766241312,POINT (-73.9386004832734 40.8049658787633)
12870,1433365,Active,101222,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 44 STREET,S,AVENUE OF THE AMERICAS,7 AVENUE,40.7568153613149,-73.9848890983257,988436.392533883,215005.304619148,POINT (-73.9848890983257 40.7568153613149)
10470,1043015,Active,103698,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,2 AVENUE,E,EAST 30 STREET,EAST 31 STREET,40.7425317612988,-73.9772174467687,990563.134999558,209801.789107561,POINT (-73.9772174467687 40.7425317612988)
13907,3283005,Active,336986,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,BEDFORD AVENUE,W,NORTH 7 STREET,NORTH 6 STREET,40.7175635397349,-73.9580836880464,995869.527273893,200707.04614222,POINT (-73.9580836880464 40.7175635397349)
6874,3393025,Retired,326875,1HR Pas Mon-Sat 1000-1900,,On Street,Brooklyn,TROY AVENUE,W,CROWN STREET,MONTGOMERY STREET,40.6649095577326,-73.9371086518427,1001697.74232347,181527.138635978,POINT (-73.9371086518427 40.6649095577326)
5837,5023011,Active,513232,2 HR Pas Mon-Fri 0800-1800,,On Street,Staten Island,CENTRAL AVENUE,E,CENTRAL AVENUE,DEAD END,40.6382693555009,-74.076022355883,963150.94244872,171824.269590303,POINT (-74.076022355883 40.6382693555009)
950,2043029,Active,204692,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,WYTHE PLACE,W,EAST 170 STREET,EAST 171 STREET,40.8396024192669,-73.9149094050546,1007794.58052348,245178.593025729,POINT (-73.9149094050546 40.8396024192669)
6644,4203049,Active,406913,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,BROADWAY,N,64 STREET,65 STREET,40.7495055721872,-73.8978809285492,1012544.62778188,212358.243312225,POINT (-73.8978809285492 40.7495055721872)
14229,3333009,Active,323019,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 45 STREET,E,AVENUE N,FLATBUSH AVENUE,40.6184582709181,-73.9316022969989,1003238.56634155,164604.820774645,POINT (-73.9316022969989 40.6184582709181)
2746,1268499,Active,105752,3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,,On Street,Manhattan,2 AVENUE,W,EAST 60 STREET,EAST 61 STREET,40.7614567855717,-73.9638674251844,994259.634168223,216698.030564398,POINT (-73.9638674251844 40.7614567855717)
11474,1433930,Active,106822,3HR Com Mon-Fri 0700-1500 /3HR Com Sat 0700-1900,,On Street,Manhattan,EAST 55 STREET,N,3 AVENUE,2 AVENUE,40.7586842126429,-73.9677160015744,993193.853819475,215687.475170806,POINT (-73.9677160015744 40.7586842126429)
15088,3413032,Active,311323,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,AVENUE P,N,EAST 4 STREET,EAST 5 STREET,40.6092769900946,-73.9695782201086,992696.85514155,161253.893749475,POINT (-73.9695782201086 40.6092769900946)
8881,3043057,Active,305519,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,GLENWOOD ROAD,S,KENILWORTH PLACE,FLATBUSH AVENUE,40.6341186283827,-73.949949228054,998141.833096728,170306.860879734,POINT (-73.949949228054 40.6341186283827)
12714,1374993,Active,112259,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,ST NICHOLAS AVENUE,W,WEST 191 STREET,WEST 192 STREET,40.8559188047705,-73.9290271779122,1003883.3750913,251119.788164303,POINT (-73.9290271779122 40.8559188047705)
2572,5033013,Active,513767,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,WATER STREET,S,HUDSON VIEW LOOP,BAY STREET,40.6271427781395,-74.07563548436,963254.813632056,167770.467330471,POINT (-74.07563548436 40.6271427781395)
3714,1193016,Active,114407,3HR Com Mon-Fri 0700-1000 /2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,LEXINGTON AVENUE,E,EAST 80 STREET,EAST 81 STREET,40.7759642238701,-73.9580585752268,995866.301230475,221984.288692638,POINT (-73.9580585752268 40.7759642238701)
8754,1228483,Active,110583,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,BROADWAY,W,WEST 144 STREET,WEST 145 STREET,40.8260772983585,-73.9509192936674,997833.401298881,240243.262017146,POINT (-73.9509192936674 40.8260772983585)
2357,3473008,Active,301593,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,MANHATTAN AVENUE,E,JAVA STREET,INDIA STREET,40.7321221436061,-73.9544851969669,996864.300874889,206011.693013221,POINT (-73.9544851969669 40.7321221436061)
7666,3413085,Active,313290,2 HR Pas Mon-Fri 0800-1900,,On Street,Brooklyn,CONEY ISLAND AVENUE,E,AVENUE O,AVENUE P,40.6110172772876,-73.962442546877,994677.861022055,161888.694317147,POINT (-73.962442546877 40.6110172772876)
543,3483038,Active,306231,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 2 STREET,W,KINGS HIGHWAY,BILLINGS PLACE,40.6041542874459,-73.9709631988753,992312.923166633,159387.430290803,POINT (-73.9709631988753 40.6041542874459)
461,1083021,Active,114153,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,BROADWAY,E,WEST 66 STREET,WEST 67 STREET,40.774389483579,-73.9820296961811,989227.260702804,221408.287548065,POINT (-73.9820296961811 40.774389483579)
5280,5043056,Active,506857,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,CASTLETON AVENUE,N,DAVIS AVENUE,REGAN AVENUE,40.6347738655918,-74.109297794533,953914.174176887,170560.538193896,POINT (-74.109297794533 40.6347738655918)
14008,3283083,Active,304873,2 HR Pas Mon-Sat 0800-1900,,,Brooklyn,KENT AVE,E,GRAND STREET,NORTH 1 STREET,40.7166865514164,-73.9655280365901,993806.021886468,200386.632741064,POINT (-73.9655280365901 40.7166865514164)
5462,4843003,Active,469384,6 HR Pas Mon-Sat 0600-2200,QueensBoro Hall,Off Street,Queens,82 AVENUE,E,126 STREET,132 STREET,40.7138919911606,-73.826100781433,1032458.83992189,199414.461457059,POINT (-73.826100781433 40.7138919911606)
4244,4233043,Active,416600,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,BROADWAY,S,34 STREET,35 STREET,40.7605836215417,-73.9225780999909,1005698.09718364,216387.322196305,POINT (-73.9225780999909 40.7605836215417)
158,2023030,Active,200091,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,3 AVENUE,E,EAST 147 STREET,EAST 148 STREET,40.815208202947,-73.9190496013096,1006657.20123656,236289.805357143,POINT (-73.9190496013096 40.815208202947)
14831,4233021,Active,419405,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,31 STREET,W,35 AVENUE,36 AVENUE,40.7579399070506,-73.9287826984228,1003980.02811322,215422.672550812,POINT (-73.9287826984228 40.7579399070506)
8749,2013040,Active,211138,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,MORRIS AVENUE,E,EAST FORDHAM ROAD,EAST 190 STREET,40.8630970343404,-73.8993187901033,1012098.6657473,253743.144794226,POINT (-73.8993187901033 40.8630970343404)
10656,2013156,Retired,211013,1HR Pas Mon-Sat 0900-1900,,On Street,Bronx,ELM PLACE,E,EAST 188 STREET,EAST FORDHAM ROAD,40.8611317140165,-73.8942061693709,1013513.69310097,253028.769582555,POINT (-73.8942061693709 40.8611317140165)
7012,1443627,Active,102202,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,PARK AVENUE SOUTH,W,EAST 27 STREET,EAST 28 STREET,40.7430325041005,-73.9844373921456,988562.427386805,209983.787759304,POINT (-73.9844373921456 40.7430325041005)
6131,3853003,Active,342847,15 HR Pas Mon-Sat 0600-2200,West Brighton Avenue,Off Street,Brooklyn,WEST BRIGHTON AVENUE,S,WEST 2 STREET,WEST 3 STREET,40.5765102322409,-73.9707365070721,992379.235369965,149316.023596391,POINT (-73.9707365070721 40.5765102322409)
2704,4173018,Active,468926,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,WETHEROLE STREET,S,63 DRIVE,64 ROAD,40.7278903060866,-73.8634450886303,1022098.20316289,204496.126162469,POINT (-73.8634450886303 40.7278903060866)
11041,4283065,Active,450174,2 HR Pas Mon-Sat 0900-2200,,On Street,Queens,NORTHERN BOULEVARD,N,159 STREET,160 STREET,40.7631305680102,-73.8059265940487,1038011.83275288,217365.33533214,POINT (-73.8059265940487 40.7631305680102)
11761,4233177,Active,411568,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,ASTORIA BOULEVARD,N,CRESCENT STREET,27 STREET,40.7712526229366,-73.9222614537941,1005782.36768439,220274.468293399,POINT (-73.9222614537941 40.7712526229366)
6072,3013571,Active,342632,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,CLARK STREET,S,MONROE PLACE,CADMAN PLAZA WEST,40.6970434436737,-73.9916862060076,986555.357910141,193228.287149638,POINT (-73.9916862060076 40.6970434436737)
8258,5790270,Active,525706,18HR Pas Mon-Sat 0800-1900,Ferry Terminal #1,Off Street,Staten Island,SI FERRY TRML PEDESTRIAN OVPS,S,FERRY TERMINAL VIADUCT,FERRY TERMINAL DRIVE,40.6427219106514,-74.0734841255519,963856.757310048,173445.854601726,POINT (-74.0734841255519 40.6427219106514)
5232,4193041,Active,466545,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,42 AVENUE,S,NATIONAL STREET,102 STREET,40.7475229815035,-73.8633158557001,1022122.86092196,211648.977014229,POINT (-73.8633158557001 40.7475229815035)
12746,2083065,Active,214054,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,WHITE PLAINS ROAD,W,EAST 236 STREET,EAST 237 STREET,40.8958160798646,-73.8561576292631,1024017.56284122,265680.645853564,POINT (-73.8561576292631 40.8958160798646)
9878,3183052,Active,301399,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,SMITH STREET,W,SACKETT STREET,UNION STREET,40.6820701176963,-73.9936832549242,986001.983360723,187773.020173058,POINT (-73.9936832549242 40.6820701176963)
8771,4193062,Active,468992,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,108 STREET,E,53 AVENUE,MARTENSE AVENUE,40.7425471898721,-73.8544528598649,1024581.65685739,209840.095789477,POINT (-73.8544528598649 40.7425471898721)
14165,4081839,Active,424966,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,148 STREET,W,87 ROAD,HILLSIDE AVENUE,40.7061139272847,-73.8091270150847,1037170.52373996,196590.481868804,POINT (-73.8091270150847 40.7061139272847)
8850,1043063,Active,101895,3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,2 AVENUE,W,EAST 18 STREET,EAST 19 STREET,40.7351588729895,-73.9830111244661,988958.205138549,207115.248220816,POINT (-73.9830111244661 40.7351588729895)
8908,4152052,Active,419446,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,44 DRIVE,N,HUNTER STREET,JACKSON AVENUE,40.7473103976382,-73.9428125312067,1000095.73470072,211547.150446221,POINT (-73.9428125312067 40.7473103976382)
9421,1403020,Active,101770,3HR Com Mon-Fri 0900-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,WEST 57 STREET,N,8 AVENUE,9 AVENUE,40.7675870568368,-73.9847174650026,988483.257925719,218929.79545781,POINT (-73.9847174650026 40.7675870568368)
7836,3123091,Active,307823,2HR Pas Mon-Sat 1600-1900,,On Street,Brooklyn,8 AVENUE,E,54 STREET,55 STREET,40.6386528685488,-74.0061726722995,982536.861353964,171954.898594141,POINT (-74.0061726722995 40.6386528685488)
5745,4122310,Active,465841,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,GLEANE STREET,N,BAXTER AVENUE,BRITTON AVENUE,40.7475601246401,-73.8822275160721,1016882.74541797,211654.898590311,POINT (-73.8822275160721 40.7475601246401)
11454,4173057,Active,465916,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,QUEENS BOULEVARD,N,68 ROAD,68 DRIVE,40.7248993048202,-73.84991820362,1025849.24192064,203412.547292888,POINT (-73.84991820362 40.7248993048202)
15183,1443315,Active,102868,3HR Com Mon-Sat 1000-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,AVENUE OF THE AMERICAS,W,WEST 36 STREET,WEST 37 STREET,40.7515610151086,-73.9866330658216,987953.528014049,213090.89735873,POINT (-73.9866330658216 40.7515610151086)
1546,3623031,Active,323728,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,LIBERTY AVENUE,N,HEMLOCK STREET,AUTUMN AVENUE,40.6783726929701,-73.8697449429752,1020378.93330747,186452.740005225,POINT (-73.8697449429752 40.6783726929701)
2421,1453098,Inactive,105464,3HR Com Mon-Sat 0800-1800,,On Street,Manhattan,EAST 19 STREET,S,BROADWAY,PARK AVENUE SOUTH,40.7378531177632,-73.9885596473239,987420.389316559,208096.596979886,POINT (-73.9885596473239 40.7378531177632)
7998,2313042,Active,213714,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,HOBART AVENUE,E,ROBERTS AVENUE,BUHRE AVENUE,40.8471341353607,-73.8311734013594,1030959.03517872,247956.256105557,POINT (-73.8311734013594 40.8471341353607)
1923,3623032,Active,323728,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,LIBERTY AVENUE,N,CRESCENT STREET,HEMLOCK STREET,40.6782889658014,-73.8703429670305,1020213.1042428,186421.989738643,POINT (-73.8703429670305 40.6782889658014)
9630,1483113,Active,116031,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,JOHN STREET,S,GOLD STREET,CLIFF STREET,40.7078872399079,-74.0060530452027,982571.805181727,197178.954445139,POINT (-74.0060530452027 40.7078872399079)
818,1238219,Active,113891,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,WEST 207 STREET,S,10 AVENUE,POST AVENUE,40.8646008746454,-73.9193192150734,1006565.99702264,254285.325140312,POINT (-73.9193192150734 40.8646008746454)
2692,1353022,Active,101325,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,9 AVENUE,E,WEST 25 STREET,WEST 26 STREET,40.74804848096,-74.0000532535994,984235.244440138,211810.885483056,POINT (-74.0000532535994 40.74804848096)
7157,3149819,Active,335241,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,12 STREET,N,4 AVENUE,5 AVENUE,40.6675425255966,-73.9880536463006,987564.107533053,182480.365732148,POINT (-73.9880536463006 40.6675425255966)
11987,1443773,Active,101043,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,8 AVENUE,W,WEST 28 STREET,WEST 29 STREET,40.7487055707614,-73.9961453600907,985318.036893964,212050.307904482,POINT (-73.9961453600907 40.7487055707614)
13705,1433024,Retired,105451,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 46 STREET,S,5 AVENUE,AVENUE OF THE AMERICAS,40.7561299831978,-73.9793786851372,989963.081081554,214755.91043289,POINT (-73.9793786851372 40.7561299831978)
7863,4413034,Active,465644,3HR Pas Mon-Sat 0900-1900,,On Street,Queens,58 AVENUE,E,SEABURY STREET,HOFFMAN DRIVE,40.7331444262145,-73.8731698325374,1019400.07765363,206406.311974645,POINT (-73.8731698325374 40.7331444262145)
6011,1233001,Inactive,111283,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,BROADWAY,W,ISHAM PARK PATH,WEST 214 STREET,40.8692112523204,-73.9171310279173,1007169.65198331,255965.630178645,POINT (-73.9171310279173 40.8692112523204)
903,3051333,Active,316414,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 9 STREET,E,KINGS HIGHWAY,AVENUE R,40.6065629024003,-73.963630155958,994348.79409489,160265.711014554,POINT (-73.963630155958 40.6065629024003)
8122,1393003,Active,114066,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,AMSTERDAM AVENUE,W,WEST 60 STREET,WEST 61 STREET,40.7714556661781,-73.9869982296359,987851.277562395,220339.156484231,POINT (-73.9869982296359 40.7714556661781)
14488,1033065,Active,112795,2HR Pas Mon-Fri 1000-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,COLUMBUS AVENUE,W,WEST 85 STREET,WEST 86 STREET,40.7860121400473,-73.9726432266753,991825.722041309,225643.487082899,POINT (-73.9726432266753 40.7860121400473)
6241,4361747,Active,456025,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,MYRTLE AVENUE,S,67 STREET,67 PLACE,40.701488047238,-73.8857263319964,1015935.18104014,194868.146074638,POINT (-73.8857263319964 40.701488047238)
7755,3153050,Inactive,333051,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,MARLBOROUGH ROAD,W,NEWKIRK AVENUE,MARLBOROUGH COURT,40.6353006120384,-73.9633574633326,994420.13286297,170735.647751808,POINT (-73.9633574633326 40.6353006120384)
560,4483144,Retired,431576,1HR Pas Mon-Sat 0900-1900,,On Street,Queens,GUY R BREWER BOULEVARD,E,137 AVENUE,140 AVENUE,40.6715085629134,-73.7741568946642,1046898.65618655,184005.840043396,POINT (-73.7741568946642 40.6715085629134)
13827,3163037,Active,332033,2 HR Pas Mon-Fri 1200-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,CHURCH AVENUE,N,EAST 17 STREET,EAST 18 STREET,40.6492671596222,-73.9636873644525,994326.45949389,175824.00273256,POINT (-73.9636873644525 40.6492671596222)
11184,2083072,Active,214127,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,WHITE PLAINS ROAD,W,PENFIELD STREET,EAST 242 STREET,40.9052155450386,-73.8496414869214,1025813.17637597,269108.279746309,POINT (-73.8496414869214 40.9052155450386)
12694,1453255,Active,106236,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,GRAMERCY PARK EAST,E,EAST 20 STREET,EAST 21 STREET,40.7375659988748,-73.9851710396631,988359.469459385,207992.131309554,POINT (-73.9851710396631 40.7375659988748)
13755,1113111,Active,104962,2HR Com Mon-Fri 0700-1400 / 2HR Pas Mon-Fri 1400-1900 / 2HR Pas Sat 0700-1900,,On Street,Manhattan,CHURCH STREET,E,LEONARD STREET,AVENUE OF THE AMERICAS,40.7179838000697,-74.0054090912335,982750.567291394,200857.426090807,POINT (-74.0054090912335 40.7179838000697)
6050,4072218,Active,422581,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,BROADWAY,S,45 STREET,46 STREET,40.7568028092375,-73.9145263627606,1007930.00380905,215011.923372313,POINT (-73.9145263627606 40.7568028092375)
11642,3043137,Active,306755,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,AVENUE H,S,FLATBUSH AVENUE,EAST 32 STREET,40.6316907855067,-73.9459980369862,999239.050390467,169422.984038562,POINT (-73.9459980369862 40.6316907855067)
3100,2313017,Active,213743,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,WESTCHESTER AVENUE,W,SANDS PLACE,WILKINSON AVENUE,40.8512059855803,-73.8300343930559,1031271.28422613,249440.39224489,POINT (-73.8300343930559 40.8512059855803)
1801,4313024,Active,457752,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,85 STREET,E,86 AVENUE,JAMAICA AVENUE,40.6927357817851,-73.8591210280554,1023317.27749638,191690.184582815,POINT (-73.8591210280554 40.6927357817851)
8279,1503047,Active,114827,2 HR Pas Mon-Sat 1000-1900,,On Street,Manhattan,FREDERICK DOUGLASS BOULEVARD,W,WEST 119 STREET,WEST 120 STREET,40.806740263487,-73.9537777585865,997046.020327717,233197.656029642,POINT (-73.9537777585865 40.806740263487)
14003,3063051,Retired,303833,2HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,AVENUE U,S,EAST 7 STREET,EAST 8 STREET,40.5980121556558,-73.9632708779579,994449.860821888,157150.4961164,POINT (-73.9632708779579 40.5980121556558)
5339,1058319,Active,108900,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 183 STREET,S,AUDUBON AVENUE,ST NICHOLAS AVENUE,40.8503443918182,-73.9326397659173,1002885.57853048,249088.02812022,POINT (-73.9326397659173 40.8503443918182)
11697,3063140,Active,310188,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 19 STREET,E,AVENUE U,AVENUE V,40.5990160030412,-73.9525021466843,997440.192767724,157517.661064476,POINT (-73.9525021466843 40.5990160030412)
8055,1023079,Active,105171,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,DELANCEY STREET,N,NORFOLK STREET,SUFFOLK STREET,40.7182991815015,-73.9868518261944,987894.735808805,200972.556437984,POINT (-73.9868518261944 40.7182991815015)
6254,2073023,Active,209303,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST GUN HILL ROAD,N,JEROME AVENUE,DEKALB AVENUE,40.8826005175134,-73.8808843070887,1017188.02269456,260855.424204811,POINT (-73.8808843070887 40.8826005175134)
11233,3051323,Active,313340,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,CONEY ISLAND AVENUE,W,KINGS HIGHWAY,AVENUE R,40.6059625201735,-73.961904360932,994828.089724228,160047.179955557,POINT (-73.961904360932 40.6059625201735)
2714,2053009,Active,211778,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,3 AVENUE,W,EAST 176 STREET,EAST TREMONT AVENUE,40.8463737592742,-73.8964309042584,1012904.66544764,247651.150744647,POINT (-73.8964309042584 40.8463737592742)
14332,3403021,Active,333919,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,FULTON STREET,N,MARCY AVENUE,BROOKLYN AVENUE,40.6801909583072,-73.9448064188294,999558.668189555,187093.147845149,POINT (-73.9448064188294 40.6801909583072)
4120,3063179,Active,322716,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,AVENUE S,N,NOSTRAND AVENUE,HARING STREET,40.6051972239713,-73.942183954429,1000304.07647564,159771.360625312,POINT (-73.942183954429 40.6051972239713)
3518,1043048,Active,105252,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,EAST 24 STREET,N,3 AVENUE,2 AVENUE,40.7386636791259,-73.9805771340595,989632.464944884,208392.29980056,POINT (-73.9805771340595 40.7386636791259)
12683,3383071,Active,324996,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,ROCKAWAY PARKWAY,E,ROCKAWAY AVENUE,FARRAGUT ROAD,40.6470937570935,-73.9043975784473,1010779.75007805,175044.561049983,POINT (-73.9043975784473 40.6470937570935)
3999,1433888,Active,104773,3HR Com Mon-Sat 1000-1600,,On Street,Manhattan,EAST 57 STREET,S,3 AVENUE,2 AVENUE,40.7597313798719,-73.9665167844639,993525.935176298,216069.117124066,POINT (-73.9665167844639 40.7597313798719)
639,1083085,Active,111962,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 85 STREET,S,BROADWAY,WEST END AVENUE,40.787790843438,-73.9774946754644,990482.077418894,226291.147204891,POINT (-73.9774946754644 40.787790843438)
854,1433292,Retired,102161,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,EAST 44 STREET,N,5 AVENUE,MADISON AVENUE,40.7546433770539,-73.9794908971158,989932.119857386,214214.284219563,POINT (-73.9794908971158 40.7546433770539)
3841,3493064,Active,311369,2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,,On Street,Brooklyn,NEW UTRECHT AVENUE,W,50 STREET,51 STREET,40.6352596821053,-73.9949949075114,985639.163876384,170718.64844197,POINT (-73.9949949075114 40.6352596821053)
1893,2233022,Active,209458,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,HOLLAND AVENUE,E,BOSTON ROAD,ALLERTON AVENUE,40.8652232510978,-73.8653540435274,1021492.19945364,254530.426684231,POINT (-73.8653540435274 40.8652232510978)
5356,3393039,Active,335370,2 HR Pas Mon-Sat 1000-1900,,On Street,Brooklyn,TROY AVENUE,E,MONTGOMERY STREET,EMPIRE BOULEVARD,40.6644009324787,-73.9370358915057,1001718.06118047,181341.846683726,POINT (-73.9370358915057 40.6644009324787)
3464,1193023,Active,109935,2HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,LEXINGTON AVENUE,W,EAST 78 STREET,EAST 79 STREET,40.7744376416879,-73.9593846171082,995499.292121977,221427.930553392,POINT (-73.9593846171082 40.7744376416879)
